class,count,capital,ave_cap
一次電池製造,51,30956576040.0,606991687.0588236
一般事業廢棄物清除,1863,18178078224.0,9757422.557165861
一般事業廢棄物處理,544,20663199446.0,37983822.511029415
一般保險公證,28,79000000.0,2821428.5714285714
一般廢棄物處理,584,16459957340.0,28184858.45890411
一般麵條、粉條製造,189,1786720420.0,9453547.195767196
三溫暖浴室,27,302122680.0,11189728.888888888
上網專門店,141,70370000.0,499078.0141843972
不動產代銷,456,2709166888.0,5941155.456140351
不動產仲介,4852,24460808296.0,5041386.705688376
不動產估價,19,269627000.0,14190894.736842105
不動產投資開發,16287,999020227414.0,61338504.78381531
不動產租賃,8008,688461116657.0,85971667.9142108
不動產買賣,7383,441429940533.0,59790050.18732223
不動產轉租賃,431,11504373424.0,26692281.726218097
不織布製造,193,10614209814.0,54995905.77202073
中古商品（汽機車及其零配件除外）批發,51,191105000.0,3747156.862745098
中古機車批發,25,42848000.0,1713920.0
中古機車零售,63,83150000.0,1319841.2698412698
中古汽機車零配件零售,52,80668000.0,1551307.6923076923
中古汽車批發,531,3556419660.0,6697588.813559322
中古汽車零售,1852,3535898422.0,1909232.4092872571
中古藝術品零售,162,924075000.0,5704166.666666667
中央空調系統製造,63,781230000.0,12400476.19047619
中藥批發,570,10488393850.0,18400690.96491228
中藥製造,71,7088072160.0,99832002.25352113
中藥零售,539,1990177000.0,3692350.649350649
主機卡（板）製造,10,2174322950.0,217432295.0
乳製品（奶粉除外）批發,186,1630210000.0,8764569.892473118
乳製品（奶粉除外）零售,67,523119430.0,7807752.686567164
乾燥水產品批發,42,167248000.0,3982095.238095238
乾燥水產品零售,21,14708000.0,700380.9523809524
事務機械設備製造,190,13101729120.0,68956469.05263157
二極體製造,22,110192846780.0,5008765762.727273
二次電池製造,52,6918264610.0,133043550.1923077
人力供應,2777,11041622163.0,3976097.2859200574
人力車、畜力車運輸,48,86569000.0,1803520.8333333333
人用西藥製造,144,54465146390.0,378230183.2638889
人身保險,38,653146681029.0,17188070553.394737
人身保險代理,53,557519000.0,10519226.41509434
人身保險經紀,103,3773555939.0,36636465.42718446
人造纖維加工絲製造,18,5559363800.0,308853544.4444444
人造纖維織品批發,404,6395832460.0,15831268.465346534
人造纖維織品零售,34,863600000.0,25400000.0
人造花製造,15,100000000.0,6666666.666666667
代催收逾期應收帳款服務,18,1232000000.0,68444444.44444445
代客碾穀,57,196189000.0,3441912.2807017546
代客磨粉,15,74990000.0,4999333.333333333
代客編織（成衣）,16,119285000.0,7455312.5
代客編織（服飾品）,8,3200000.0,400000.0
代客鋸木,5,15100000.0,3020000.0
代客錄影（結婚攝影除外）,109,286909800.0,2632200.0
代步車製造,9,173400000.0,19266666.666666668
代計噸位,22,15666000.0,712090.9090909091
代辦留（遊）學服務,294,749797168.0,2550330.5034013605
以自動販賣機零售商品,85,132112500.0,1554264.705882353
仿皮革及其他材料製行李箱及手提袋製造,124,1045519800.0,8431611.290322581
企業總管理機構,17,875378830.0,51492872.35294118
企業識別標誌設計,146,382847888.0,2622245.808219178
伐木,52,218862500.0,4208894.230769231
住宅營建,2420,93002647838.0,38430846.214049585
作物採收後處理,164,1124257022.0,6855225.743902439
作物栽培服務,337,10354186202.0,30724588.136498515
便當、自助餐店,1687,1137963999.0,674548.9027860106
保健食品批發,1848,9894165308.0,5353985.556277056
保健食品零售,801,3281422770.0,4096657.6404494382
保全服務,459,19795333980.0,43127089.28104575
保溫容器製造,13,165330000.0,12717692.307692308
保險精算,6,19530000.0,3255000.0
保齡球館,32,627290000.0,19602812.5
信用卡推展服務,2,214000000.0,107000000.0
信用卡業務輔助,7,511000000.0,73000000.0
信用卡發卡機構,5,4366000000.0,873200000.0
信用合作社,24,9574903700.0,398954320.8333333
信用評等服務,14,98800000.0,7057142.857142857
信用調查服務,59,147090000.0,2493050.8474576273
信託資金集合管理運用帳戶,13,13936021000.0,1072001615.3846154
偏光板製造,1,568003000.0,568003000.0
停車場管理,1356,39481440244.0,29116106.374631267
健身中心、健康俱樂部,441,4203295485.0,9531282.278911564
偵探服務,6,44100000.0,7350000.0
傘製造,31,491080000.0,15841290.322580645
光學元件製造,57,4285996930.0,75192928.59649123
免洗餐具批發,245,1220336000.0,4980963.265306123
免洗餐具零售,73,126056000.0,1726794.5205479453
兒童及少年之社會工作服務,6,765530913.0,127588485.5
入口網站經營,446,16084439822.0,36063766.417040356
內建遊戲軟體之遊樂器批發,40,237592000.0,5939800.0
內建遊戲軟體之遊樂器零售,36,194318888.0,5397746.888888889
內河及湖泊水運,29,349270000.0,12043793.103448275
內衣批發,139,616880870.0,4437991.870503597
內衣零售,110,85568000.0,777890.9090909091
內陸漁撈,3,121060000.0,40353333.333333336
全新機車批發,370,3541082210.0,9570492.45945946
全新機車零售,1374,3703738224.0,2695588.2270742357
全新汽車批發,728,40269590903.0,55315372.119505495
全新汽車零售,972,63079625431.0,64896733.98251029
公共場所及家庭垃圾清除,49,216524000.0,4418857.142857143
公墓經營,19,798369000.0,42019421.05263158
公證人事務服務,49,404318070.0,8251389.183673469
公路汽車客運,50,12424990740.0,248499814.8
公路號誌裝修工程,234,838714000.0,3584247.863247863
公開展示廣告,1824,6018410969.0,3299567.4172149124
共同基金,1,10000000.0,10000000.0
其他中古商品（汽機車及其零配件除外）零售,188,1066036444.0,5670406.617021277
其他乳品製造,80,11992883960.0,149911049.5
其他人力仲介,1103,6136825182.0,5563758.097914778
其他人造纖維梭織布製造,176,14581223909.0,82847863.11931819
其他人造纖維紡紗紡製,97,29717431840.0,306365276.7010309
其他人造纖維製造,45,4977957350.0,110621274.44444445
其他信託、基金及類似金融實體,14,119692400000.0,8549457142.857142
其他個人及家庭用品租賃,269,2005530782.0,7455504.765799256
其他公用事業設施工程,469,194964358795.0,415702257.5586354
其他出版,299,2690303000.0,8997668.89632107
其他分離式元件製造,3,406632220.0,135544073.33333334
其他創作,51,917545000.0,17991078.43137255
其他創作及藝術表演輔助服務,352,1455504560.0,4134956.1363636362
其他動植物油脂製造,40,4789920660.0,119748016.5
其他化學原材料及其製品批發,5323,171294747492.0,32180114.12586887
其他化學原材料製造,377,133840287870.0,355014026.18037134
其他化粧品批發,6446,39833812906.0,6179617.267452684
其他化粧品零售,2972,9610966048.0,3233837.8358008075
其他博物館、歷史遺址及其他類似機構,14,396370000.0,28312142.85714286
其他印刷電路板組件製造,55,160403004610.0,2916418265.6363635
其他商品批發經紀,9970,320744224286.0,32170935.23430291
其他商業、資訊及專業管理教育,90,842215584.0,9357950.933333334
其他回收物料批發,2276,11776787771.0,5174335.576010545
其他基本金屬鑄造,188,4157300835.0,22113302.313829787
其他塑膠原料製造,279,131756261680.0,472244665.5197133
其他外燴及團膳承包,311,1557332919.0,5007501.347266881
其他家用攝影器材及光學產品批發,28,172849000.0,6173178.571428572
其他家用電器批發,3278,53887367291.0,16439099.234594265
其他家用電器零售,1665,6005189038.0,3606720.142942943
其他家飾品批發,693,3203578450.0,4622768.326118326
其他家飾品零售,462,908903000.0,1967322.5108225108
其他居住型照顧服務,31,185736000.0,5991483.870967742
其他工程服務及相關技術顧問,935,13411359628.0,14343700.136898397
其他布疋批發,704,3325039105.0,4723066.910511363
其他布疋零售,175,1003520476.0,5734402.72
其他廣告服務,6337,21049817522.0,3321732.290042607
其他建物完工裝修工程,1300,2149178780.0,1653214.446153846
其他建築工程,2773,79498927360.0,28668924.399567254
其他建築設備安裝,1812,8205098024.0,4528199.792494481
其他影片代理及發行,36,493800980.0,13716693.888888888
其他影片製作,533,5119009350.0,9604145.121951219
其他快遞服務,135,810362132.0,6002682.4592592595
其他投資顧問,6480,789331971070.0,121810489.36265433
其他控股公司,20,7699732730.0,384986636.5
其他攝影,1351,1399860387.0,1036166.0895632864
其他教育輔助服務,100,528240958.0,5282409.58
其他整地、基礎及結構工程,275,437510600.0,1590947.6363636365
其他智慧財產租賃,68,1462368695.0,21505421.98529412
其他服裝及其配件批發,1599,9819552671.0,6141058.5809881175
其他服裝及其配件零售,958,1868813064.0,1950744.3256784969
其他服飾品製造,442,5336311161.0,12073102.174208146
其他期貨服務,1,50000000.0,50000000.0
其他未分類不動產服務,149,2202120000.0,14779328.859060403
其他未分類個人及家庭用品維修,315,370567000.0,1176403.1746031747
其他未分類化學製品製造,474,53652785430.0,113191530.44303797
其他未分類基本金屬製造,909,20127354476.0,22142304.154015403
其他未分類專業、科學及技術服務,2436,78303203397.0,32144172.166256156
其他未分類專用機械設備製造,3172,59809000776.0,18855296.587641865
其他未分類專賣批發,2742,30528490722.0,11133658.177242888
其他未分類教育,352,1790705909.0,5087232.6960227275
其他未分類紙製品製造,424,10039817290.0,23678814.36320755
其他未分類運輸工具及其零件製造,137,4514276030.0,32950919.9270073
其他未分類醫療保健,51,2068030383.0,40549615.35294118
其他未分類金屬製品製造,4690,52055989260.0,11099358.051172707
其他未分類金融中介,1163,116106932271.0,99833991.63456579
其他未分類金融輔助,132,184992329628.0,1401457042.6363637
其他未分類電信,31,3080844127.0,99382068.61290322
其他未分類電子零組件製造,3865,614657436396.0,159031678.23958603
其他未分類非金屬礦物製品製造,218,9222394610.0,42304562.43119266
其他未分類食品製造,641,13664368142.0,21317266.99219969
其他林業,12,85240000.0,7103333.333333333
其他染整,311,14285796720.0,45935037.68488746
其他梭織外衣製造,102,10155572829.0,99564439.5
其他機械傳動設備製造,140,2557287380.0,18266338.42857143
其他機電、電信及電路設備裝修,3089,25034616853.0,8104440.5480738105
其他殯葬服務,364,5683174999.0,15613118.129120879
其他民間融資,200,26570268178.0,132851340.89
其他水產加工及保藏,15,54396000.0,3626400.0
其他水產品批發,3061,21352702289.0,6975727.634433192
其他污染整治,154,2389297520.0,15514918.96103896
其他汽車維修,4352,6645894784.0,1527089.794117647
其他汽車製造,67,30714993150.0,458432733.58208954
其他汽車貨運,5876,114937081270.0,19560429.07930565
其他汽車零件製造,1386,81311658980.0,58666420.62049062
其他海洋水運,28,216330000.0,7726071.428571428
其他清潔用品及化粧品製造,595,17302884221.0,29080477.68235294
其他清潔用品批發,2596,14547567106.0,5603839.409090909
其他烘焙炊蒸食品製造,756,7468933563.0,9879541.75
其他照明器具製造,420,20216526470.0,48134586.833333336
其他特用作物栽培,226,2390227530.0,10576228.008849557
其他玩具及娛樂用品批發,1241,9487934481.0,7645394.424657534
其他玩具及娛樂用品零售,639,2177666709.0,3407929.1220657276
其他玩具及遊戲機製造,187,3361745939.0,17977251.010695186
其他珠寶及金工製品製造,106,998409790.0,9418960.283018868
其他產業用機械設備維修及安裝,3071,149515733701.0,48686334.64702051
其他發電、輸電及配電機械製造,1689,187572405966.0,111055302.52575488
其他皮革及毛皮製品製造,130,5357665260.0,41212809.692307696
其他石材製品製造,178,2161286000.0,12142056.17977528
其他石油及煤製品製造,102,4381954051.0,42960333.833333336
其他研磨材料製造,17,83000000.0,4882352.94117647
其他碾穀,36,213845000.0,5940138.888888889
其他磨粉製品製造,40,1273659300.0,31841482.5
其他積體電路製造,184,450892143900.0,2450500782.0652175
其他管理顧問服務,11967,255790419537.0,21374648.578340437
其他糖果製造,153,3302676166.0,21586118.732026145
其他紙容器製造,1059,13389441162.0,12643476.07365439
其他紙張製造,131,20110339920.0,153514045.1908397
其他紡織、成衣及皮革生產用機械設備製造,17,272100000.0,16005882.352941176
其他紡織製成品製造,256,5882334033.0,22977867.31640625
其他美容美體服務,1988,2952203772.0,1485011.957746479
其他聲音錄製及音樂發行,165,755565000.0,4579181.818181818
其他肥料及氮化合物製造,116,7661148830.0,66044386.46551724
其他膳食及菜餚製造,188,7129681775.0,37923839.22872341
其他花卉栽培,540,14835272508.0,27472726.866666667
其他蔬果加工及保藏品製造,38,84493500.0,2223513.1578947366
其他藝人及模特兒等經紀,304,723721108.0,2380661.539473684
其他藝術教育,70,8923265522.0,127475221.74285714
其他藝術表演,400,995722057.0,2489305.1425
其他藥品及醫療用品批發,1166,13631885537.0,11691153.97684391
其他藥品及醫療用品零售,608,5712824540.0,9396092.993421054
其他製材,232,2313327000.0,9971237.068965517
其他製糖,17,143845939.0,8461525.823529411
其他複合肥料製造,58,885583460.0,15268680.344827587
其他視聽電子產品製造,476,65027058935.0,136611468.35084033
其他診所,1,3000000.0,3000000.0
其他語言補習教育,12,48900000.0,4075000.0
其他調味品製造,174,4796277000.0,27564810.344827585
其他財產保險,30,42110298460.0,1403676615.3333333
其他貨幣中介,12,18862152689.0,1571846057.4166667
其他資料處理、主機及網站代管服務,2205,104859230655.0,47555206.6462585
其他資源回收處理,654,2432354613.0,3719196.6559633026
其他軟體出版,267,2467411906.0,9241243.093632959
其他輸送機械設備製造,260,10246746880.0,39410564.92307692
其他辦公用機械器具批發,2113,32765315601.0,15506538.381921439
其他辦公用機械設備租賃,75,6093017953.0,81240239.37333333
其他農事及畜牧服務,221,424756700.0,1921976.0180995476
其他農作物栽培,1037,11423306744.0,11015724.921890067
其他農用及林用機械設備製造,104,837310000.0,8051057.692307692
其他通訊設備零售,598,2435783606.0,4073216.7324414714
其他遊戲場,52,40915000.0,786826.9230769231
其他運動及休閒教育,494,1261200670.0,2553037.793522267
其他運動場館,341,25557316211.0,74948141.38123167
其他運動用品及器材批發,1498,16166501828.0,10792057.29506008
其他運動用品及器材零售,915,5088553982.0,5561261.182513661
其他配線器材製造,71,688430600.0,9696205.633802816
其他酒精飲料製造,249,6790341540.0,27270447.95180723
其他醫用化學製品製造,43,2679846710.0,62322016.511627905
其他醫療器材及用品製造,510,39807929636.0,78054763.99215686
其他量測、導航及控制設備製造,320,20851201690.0,65160005.28125
其他金屬切削工具機製造,726,19342105900.0,26642019.14600551
其他金屬加工用機械設備製造,1138,21744605608.0,19107737.79261863
其他金屬建材批發,2730,24666442330.0,9035326.860805862
其他金屬建築組件製造,1147,15003633076.0,13080761.182214472
其他金屬手工具製造,5620,54184259662.0,9641327.341992883
其他金屬模具製造,3375,37344920188.0,11065161.537185185
其他金屬熱處理,174,3239796340.0,18619519.195402298
其他金屬鍛造,129,6673774620.0,51734686.97674418
其他針織外衣製造,270,4124902820.0,15277417.851851853
其他針織布製造,97,2336876000.0,24091505.154639177
其他鍋爐、金屬貯槽及壓力容器製造,21,479380000.0,22827619.04761905
其他陸上運輸輔助,1129,14084540858.0,12475235.4809566
其他電子、通訊設備及其零組件批發,3330,37038258376.0,11122600.112912914
其他電腦相關服務,718,7733143194.0,10770394.420612814
其他電腦程式設計,2223,34319390871.0,15438322.479082322
其他非有害廢棄物處理,34,70390000.0,2070294.1176470588
其他非酒精飲料製造,136,5115607090.0,37614758.01470588
其他鞋類製造,34,426314100.0,12538650.0
其他食用菇蕈栽培,153,2945960670.0,19254644.901960783
其他體育用品製造,487,14014037359.0,28776257.41067762
典當服務,1964,3059757000.0,1557921.0794297352
再保險,3,6003887500.0,2001295833.3333333
再生鋁鑄造,23,2768772000.0,120381391.30434783
冰品批發,64,191200000.0,2987500.0
冰品零售,104,443749330.0,4266820.480769231
冰果店、冷（熱）飲店,6378,5729143724.0,898266.4979617435
冰淇淋製造,19,337480000.0,17762105.263157893
冶金機械製造,60,823449000.0,13724150.0
冷凍、通風、空調系統裝修工程,4740,27813913187.0,5867914.174472574
冷凍冷藏倉儲經營,173,6175727000.0,35697843.93063584
冷凍冷藏水產製造,75,2568339300.0,34244524.0
冷凍冷藏肉類製造,84,2936688000.0,34960571.428571425
冷凍冷藏蔬果製造,25,446955000.0,17878200.0
冷凍調理水產品製造,36,992340000.0,27565000.0
冷凍調理肉類製造,69,2264497381.0,32818802.623188406
冷凍調理蔬果製造,4,83500000.0,20875000.0
冷凍調理食品批發,1046,9327669619.0,8917466.1749522
冷藏餐盒食品製造,59,567593500.0,9620228.813559322
切花、盆栽批發,526,2075058130.0,3944977.433460076
切花、盆栽零售,800,963673801.0,1204592.25125
刷子、掃帚批發,10,10360000.0,1036000.0
刺繡品織製,25,180480000.0,7219200.0
刻印章,81,39796000.0,491308.64197530865
創業投資公司,408,27829092355.0,68208559.69362745
劇團,126,268932780.0,2134387.1428571427
劇院、劇場經營,4,82500000.0,20625000.0
加工（精製）糖批發,95,436880000.0,4598736.842105263
加工（精製）糖零售,18,90505000.0,5028055.555555556
加盟連鎖式便利商店,1334,11027483999.0,8266479.759370315
加盟連鎖式便利商店（無商品進、銷貨行為）,5252,1669106256.0,317803.9329779132
動力手工具製造,183,3290301350.0,17979788.79781421
動物用西藥製造,53,7769203420.0,146588743.7735849
動物藥品批發,199,2002124810.0,10060928.693467336
動物藥品零售,70,850578540.0,12151122.0
動物飼品批發,981,7520018311.0,7665665.96432212
動物飼品製造,289,84946709335.0,293933250.2941176
動畫影片製作,164,1121102264.0,6835989.414634147
勞工團體,6,9220000.0,1536666.6666666667
包裝承攬服務,1000,1844115999.0,1844115.999
包裝機、打包機製造,156,1562108000.0,10013512.82051282
包裝用紙製造,18,717500000.0,39861111.11111111
包裝設計,118,195666363.0,1658189.5169491526
包裝飲用水製造,49,700749000.0,14301000.0
化學溶劑、工業添加劑批發,653,5169262611.0,7916175.514548239
化工機械批發,165,21456034460.0,130036572.48484848
化工機械設備製造,278,8811943450.0,31697638.309352517
區域網路及寬頻網路設備製造,60,14495505470.0,241591757.83333334
千斤頂製造,85,1758533800.0,20688632.94117647
半導體封裝及測試,50,91178135410.0,1823562708.2
博弈場經營,1,200000.0,200000.0
印刷,4804,43325238290.0,9018575.830557868
印刷品裝訂及加工,746,4130196140.0,5536455.951742628
印刷機械設備製造,112,2059612000.0,18389392.85714286
印刷電路板製造,246,49941857400.0,203015680.4878049
印表機、繪圖機製造,4,841166670.0,210291667.5
原動機批發,961,6956549385.0,7238865.124869927
原料藥製造,12,12765285160.0,1063773763.3333334
受污染土地整治,48,833500000.0,17364583.333333332
口香糖製造,1,66528000.0,66528000.0
古玩書畫批發,35,368240000.0,10521142.857142856
可可批發,7,108825000.0,15546428.57142857
吃到飽餐廳,205,664709888.0,3242487.258536585
合成橡膠原料批發,273,12092719450.0,44295675.64102564
合成橡膠原料製造,176,34457534850.0,195781448.01136363
合板及組合木材製造,380,6041099685.0,15897630.75
合板批發,257,1321776000.0,5143097.276264591
味精製造,7,10723200000.0,1531885714.2857144
咖啡批發,536,2326677988.0,4340817.141791045
咖啡粉製造,9,53200000.0,5911111.111111111
咖啡零售,451,567246000.0,1257751.6629711753
咖啡飲料製造,4,17500000.0,4375000.0
咖啡館,1442,2088842642.0,1448573.2607489598
商業設計,842,1868907831.0,2219605.5
商標事務服務,7,13022000.0,1860285.7142857143
商標出租,7,37000000.0,5285714.285714285
啤酒製造,9,189019750.0,21002194.444444444
單層直銷（有形商品）,183,109265000.0,597076.5027322405
固、液態氣體製造,31,8882377142.0,286528294.9032258
國產家用家具批發,3393,15554411720.0,4584265.169466549
國產家用家具零售,1746,4950199298.0,2835165.6918671248
國產菸酒批發,1701,22883028945.0,13452691.913580246
國術損傷接骨、國術推拿服務,80,18688000.0,233600.0
國防事務,1,5500000.0,5500000.0
圍棋指導,8,1251508000.0,156438500.0
園藝苗木零售,164,204363999.0,1246121.9451219512
圓編針織布製造,100,1334820000.0,13348200.0
圖書館及檔案保存,3,4500000.0,1500000.0
團膳承包,389,2022502776.0,5199235.928020566
土地開發,786,83711491458.0,106503169.79389313
土木工程顧問,726,9693499510.0,13351927.699724518
地政士事務服務,10,17170000.0,1717000.0
地板材製造（未組裝）,9,298530000.0,33170000.0
地毯批發,40,216020000.0,5400500.0
地毯零售,29,150870000.0,5202413.793103448
坐月子服務,29,74345000.0,2563620.6896551726
型鋼製造,53,20258423180.0,382234399.6226415
基本金屬表面處理,1543,24787506527.0,16064489.0
基本銅件製造,71,8906614133.0,125445269.47887324
基本鋁件製造,179,5555889570.0,31038489.217877094
基礎工程,548,1993258834.0,3637333.638686131
基金管理,42,21923208410.0,521981152.61904764
堆肥處理,19,106400000.0,5600000.0
報關服務,1040,29737484850.0,28593735.432692308
塑膠、橡膠建材製品批發,2646,36858099401.0,13929742.781934997
塑膠原料批發,1677,10604136790.0,6323277.7519379845
塑膠外殼及配件製造,1199,30669551666.0,25579275.784820683
塑膠家具及裝設品製造,77,809710000.0,10515714.285714285
塑膠成型模具製造,1971,21424432947.0,10869828.99391172
